Street,Address,Suburb,State,Postcode,Type,Date,Method,Price,Bedrooms,Bathrooms,Cars,Area,Agent,Latitude,Longitude,Distance
52/546 Flinders Street ,MELBOURNE VIC 3000,MELBOURNE,VIC,3000,Studio,22-Feb-20,auction,146000,1,1,0,0,Belle Property Carlton,-37.8142176,144.9631608,0.0
30 Campbells Cove ,WERRIBEE SOUTH VIC 3030,WERRIBEE SOUTH,VIC,3030,Studio,15-Jan-20,private treaty,110000,1,1,0,0,OBrien Real Estate Werribee,-37.9458116,144.7323007,25.00077878
106/37 Ardlie Street (Attwood) ,WESTMEADOWS VIC 3049,WESTMEADOWS,VIC,3049,Apartment ,14-May-18,private treaty,70000,1,1,1,0,YPA Estate Agents Glenroy,-37.6768765,144.8939017,16.44617257
36/70 Bailey Street ,BELMONT VIC 3216,BELMONT,VIC,3216,Studio,14-Feb-22,private treaty,65000,1,1,1,0,Buxton Highton,-38.1854611,144.3498367,67.78673813
6/6 Lumeah Road ,SOMERVILLE VIC 3912,SOMERVILLE,VIC,3912,Retirement Living,30-Apr-22,private treaty,100000,2,1,0,0,UNKNOWN,-38.2480768,145.2401483,54.01626524
179 Ormond Road ,ELWOOD VIC 3184,ELWOOD,VIC,3184,Semi-detached,30-Apr-22,auction,1553,3,1,0,0,Beck & Small Property,-37.884614,144.9863753,8.091288307
118/2 Gremel Road ,RESERVOIR VIC 3073,RESERVOIR,VIC,3073,Retirement Living,8-Jun-22,private treaty,125000,2,1,1,0,Ristic Real Estate,-37.7259573,145.0292265,11.40697031
3 Dove Lane ,KORIELLA VIC 3714,KORIELLA,VIC,3714,House,11-Nov-16,private treaty,40000,3,1,2,0,UNKNOWN,-37.1795427,145.675047,94.49966006
32 South Crescent ,EILDON VIC 3713,EILDON,VIC,3713,Studio,10-Nov-16,private treaty,145000,0,0,0,0,Nutrien Harcourts Mansfield,-37.2382829,145.8996028,104.5347011
2/1657 Sydney Rd ,CAMPBELLFIELD VIC 3061,CAMPBELLFIELD,VIC,3061,Apartment ,9-Dec-15,private treaty,145000,1,1,1,0,UNKNOWN,-37.6641298,144.959583,16.69720701
5016 Maroondah Highway ,ALEXANDRA VIC 3714,ALEXANDRA,VIC,3714,Villa,17-May-16,private treaty,68000,2,1,0,0,UNKNOWN,-37.190434,145.7088178,95.6206089
104/141 Waverley Road ,MALVERN EAST VIC 3145,MALVERN EAST,VIC,3145,Studio,10-Nov-17,private treaty,120000,1,1,0,0,Jellis Craig Ringwood,-37.8779391,145.0644248,11.37306366
140C/166 Albert Street ,EAST MELBOURNE VIC 3002,EAST MELBOURNE,VIC,3002,Studio,31-Oct-17,private treaty,60000,0,1,1,0,UNKNOWN,-37.812498,144.9858851,2.005990097
1 Main Street ,EILDON VIC 3713,EILDON,VIC,3713,Duplex,23-Apr-18,private treaty,105000,1,1,1,0,UNKNOWN,-37.2329001,145.9092357,105.575467
224/133 Droop Street ,FOOTSCRAY VIC 3011,FOOTSCRAY,VIC,3011,Studio,20-Feb-18,auction,120000,1,1,0,0,Village Real Estate Seddon,-37.7981339,144.897345,6.054337178
48 Beach Box Moondah Beach ,MOUNT ELIZA VIC 3930,MOUNT ELIZA,VIC,3930,Block of units,29-Jan-18,private treaty,91050,1,1,0,0,OBrien Real Estate Chelsea,-38.1837759,145.0892789,42.56636147
86/98 Bungower Road ,MORNINGTON VIC 3931,MORNINGTON,VIC,3931,Villa,21-Dec-17,private treaty,130000,2,1,2,0,UNKNOWN,-38.2203242,145.0565449,45.90641329
Boat Shed/No. 6 Indented Head Foreshore ,INDENTED HEAD VIC 3223,INDENTED HEAD,VIC,3223,Apartment ,22-Apr-17,auction,136000,1,1,0,0,Neville Richards Real Estate,-38.1376789,144.7018698,42.6533461
98/37 Ardlie Street ,ATTWOOD VIC 3049,ATTWOOD,VIC,3049,Apartment ,8-Jun-17,private treaty,140000,2,1,1,0,YPA Gladstone Park,-37.6723606,144.886711,17.15178227
7/4 Sedgwick Street ,MARYSVILLE VIC 3779,MARYSVILLE,VIC,3779,Apartment ,22-Dec-15,private treaty,160000,1,1,0,0,Professionals Marysville,-37.5116402,145.7444018,76.58098606
G15/1453-1457 North Road ,CLAYTON VIC 3168,CLAYTON,VIC,3168,Studio,26-Oct-16,private treaty,150000,1,1,1,0,UNKNOWN,-37.9173212,145.1304242,18.63441538
2/25 Ridley Street ,ALBION VIC 3020,ALBION,VIC,3020,Apartment ,19-Mar-16,auction,180000,2,1,0,0,Barry Plant Sunshine,-37.7837636,144.8246427,12.63682611
26 Lansdowne Road ,ST KILDA EAST VIC 3183,ST,VIC,3183,Studio,25-Jun-16,private treaty,195000,1,1,1,0,Whiting & Co,-37.8653449,145.00613,6.82548828
1/1657 Sydney Road ,CAMPBELLFIELD VIC 3061,CAMPBELLFIELD,VIC,3061,Apartment ,21-Oct-21,auction,236000,1,1,1,0,Ray White Glenroy,-37.6641298,144.959583,16.69720701
424/32 Bray Street ,SOUTH YARRA VIC 3141,SOUTH YARRA,VIC,3141,Studio,19-May-21,private treaty,231000,0,1,0,0,Inner Real Estate NEXTRE,-37.8441104,144.9953145,4.362925796
5 123 Victoria Street ,BRUNSWICK EAST VIC 3057,BRUNSWICK EAST,VIC,3057,Studio,30-Apr-21,private treaty,220000,1,1,1,0,UNKNOWN,-37.7686284,144.9769453,5.21362598
Boatshed 69 Dromana Foreshore ,DROMANA VIC 3936,DROMANA,VIC,3936,Studio,2-Jun-15,private treaty,160500,1,1,0,0,MJ Ross & Co,-38.3418285,144.9655838,58.68645587
19/3 Allard Street ,BRUNSWICK WEST VIC 3055,BRUNSWICK WEST,VIC,3055,Studio,12-Apr-22,private treaty,240000,1,1,1,0,Barry Plant Coburg,-37.7680553,144.9423999,5.449268042
Unit 5708/570 Lygon Street ,CARLTON VIC 3053,CARLTON,VIC,3053,Apartment ,19-Apr-22,Another Method,235000,1,1,0,0,buymyplace,-37.8004228,144.9684343,1.602852289
16/2 Stenhouse Avenue ,BROOKLYN VIC 3012,BROOKLYN,VIC,3012,Apartment ,30-Nov-16,private treaty,185000,1,1,1,0,Trimson Partners,-37.8198292,144.8462317,10.29333208
39/22-28 Canterbury Street ,FLEMINGTON VIC 3031,FLEMINGTON,VIC,3031,Studio,27-Jun-19,private treaty,180000,1,1,1,0,Trimson Partners,-37.7867587,144.9193668,4.913558786
29/41 Railway Avenue ,OAKLEIGH VIC 3166,OAKLEIGH,VIC,3166,Studio,9-Oct-19,private treaty,185000,0,1,0,0,UNKNOWN,-37.909448,145.1015503,16.12104933
385 Boat Shed ,ASPENDALE VIC 3195,ASPENDALE,VIC,3195,Villa,12-Mar-19,private treaty,190000,1,1,0,0,Buxton Real Estate Mentone,-38.0272365,145.1021263,26.64751066
32/22-28 Canterbury Street ,FLEMINGTON VIC 3031,FLEMINGTON,VIC,3031,Studio,1-Feb-19,auction,172000,0,1,1,0,Edward Thomas,-37.7867587,144.9193668,4.913558786
4/42 Waterloo Crescent ,ST KILDA VIC 3182,ST KILDA,VIC,3182,Studio,27-Apr-19,auction,198500,1,1,3,0,Belle Property St Kilda,-37.8617855,144.9842646,5.606340716
507/188-196 Peel Street ,NORTH MELBOURNE VIC 3051,NORTH MELBOURNE,VIC,3051,Studio,24-Apr-19,private treaty,165000,1,1,0,0,Raine & Horne Brunswick,-37.7985747,144.9451741,2.350753173
305/45 Victoria Parade ,COLLINGWOOD VIC 3066,COLLINGWOOD,VIC,3066,Studio,1-Jan-20,private treaty,198000,0,1,0,0,UNKNOWN,-37.8092901,144.9880124,2.251557327
124/72-76 High Street ,PRAHRAN VIC 3181,PRAHRAN,VIC,3181,Studio,8-Feb-21,private treaty,155000,0,1,0,0,UNKNOWN,-37.84981875,144.9898036,4.599917563
Beach Box 43 ,MCCRAE VIC 3938,MCCRAE,VIC,3938,Apartment ,12-Jan-21,private treaty,160000,1,1,0,0,UNKNOWN,-38.3599791,144.9338501,60.75916928
16/2 Techno Park Drive ,WILLIAMSTOWN VIC 3016,WILLIAMSTOWN,VIC,3016,Studio,7-Apr-21,private treaty,195000,0,1,1,0,Gunn &Co Estate Agents,-37.8567602,144.859433,10.26756046
124/72-76 High Street ,WINDSOR VIC 3181,WINDSOR,VIC,3181,Studio,8-Apr-21,private treaty,169000,0,1,0,0,UNKNOWN,-37.8545227,144.9921665,5.156666697
45/145 Canterbury Road ,TOORAK VIC 3142,TOORAK,VIC,3142,Studio,25-Jul-17,private treaty,176500,1,1,0,0,Peter Blair Property Management,-37.8432647,145.0103742,5.257749902
159/16-24 Box Forest Road ,GLENROY VIC 3046,GLENROY,VIC,3046,Block of units,9-Aug-17,private treaty,190000,1,1,1,0,UNKNOWN,-37.70450915,144.9173174,12.85150883
3 Wren Street ,NORLANE VIC 3214,NORLANE,VIC,3214,Duplex,7-Dec-16,private treaty,171500,2,1,2,0,Harcourts North Geelong,-38.0854675,144.3517936,61.52813172
4/12 Cranbourne Avenue ,SUNSHINE NORTH VIC 3020,SUNSHINE NORTH,VIC,3020,Apartment ,24-Aug-17,private treaty,187500,1,1,1,0,Douglas Kay Estate Agents,-37.7688104,144.8296433,12.77668034
117/131 Pelham Street ,CARLTON SOUTH VIC 3053,CARLTON SOUTH,VIC,3053,Studio,19-Oct-18,private treaty,157500,0,1,0,0,Minus The Agent,-37.80251538,144.9637862,1.302795748
63/93 Camp Hill Road ,SOMERS VIC 3927,SOMERS,VIC,3927,Villa,1-Mar-18,private treaty,155000,2,1,1,0,UNKNOWN,-38.3917841,145.1645526,66.61701442
10/30 Pickett Street ,FOOTSCRAY VIC 3011,FOOTSCRAY,VIC,3011,Studio,25-Sep-17,private treaty,190000,0,1,0,0,Burnham Real Estate Footscray,-37.80152,144.8954842,6.112780923
748 Top Rd ,TERIP TERIP VIC 3719,TERIP TERIP,VIC,3719,House,4-Sep-17,private treaty,185000,3,1,2,0,UNKNOWN,-36.9891788,145.5540024,105.5792639
215/24 Barkly Pl ,CARLTON VIC 3053,CARLTON,VIC,3053,Studio,13-Sep-17,private treaty,150000,1,1,0,0,Joseph Louis Realty,-37.8033086,144.9615678,1.221454871
2/1 Peart Court ,BROOKFIELD VIC 3338,BROOKFIELD,VIC,3338,Apartment ,3-Feb-22,private treaty,402000,3,1,1,0,YPA Estate Agents Melton,-37.6929037,144.5603274,37.90956615
12 Ryrie Grove ,WOLLERT VIC 3750,WOLLERT,VIC,3750,Townhouse,3-Feb-22,auction,435000,3,2,1,0,Harcourts Rata & Co,-37.6181925,145.0394156,22.81282964
49/90 Edgars Road ,THOMASTOWN VIC 3074,THOMASTOWN,VIC,3074,Townhouse,27-Jan-22,auction,448000,2,1,1,0,Harcourts Rata & Co,-37.6876014,145.0025622,14.50354541
109 (Apartment 2)107 Hazel Glen Drive ,DOREEN VIC 3754,DOREEN,VIC,3754,Apartment ,11-Feb-22,private treaty,405000,2,1,1,0,Ray White Epping,-37.5963874,145.1428928,28.93476823
4A Erin Court ,COOLAROO VIC 3048,COOLAROO,VIC,3048,Apartment ,1-Jun-22,private treaty,490000,3,2,1,0,Professionals RCM,-37.6633056,144.9330185,16.99402025
4/6 The Embankment ,KURUNJANG VIC 3337,KURUNJANG,VIC,3337,Townhouse,25-May-22,private treaty,460000,3,1,1,0,Ryder Real Estate,-37.6660764,144.5928113,36.50621497
8/9 Reid Street ,FRANKSTON VIC 3199,FRANKSTON,VIC,3199,Studio,6-May-22,private treaty,445000,2,1,1,0,UNKNOWN,-38.1550501,145.1292753,40.61163115
10/59-73 Gladesville Boulevard ,PATTERSON LAKES VIC 3197,PATTERSON LAKES,VIC,3197,Retirement Living,27-Apr-22,private treaty,420000,2,1,1,0,UNKNOWN,-38.0694493,145.1432329,32.48793015
10/150 Mornington-Tyabb Road ,MORNINGTON VIC 3931,MORNINGTON,VIC,3931,Retirement Living,18-May-22,private treaty,429000,2,1,1,0,UNKNOWN,-38.2359483,145.0563016,47.61364405
1/48 Bliburg Street ,JACANA VIC 3047,JACANA,VIC,3047,Townhouse,18-May-22,private treaty,406000,2,1,1,0,Brad Teal Woodards Pascoe Vale,-37.686605,144.9113853,14.90683261
5/27 Noordenne Avenue ,SEAHOLME VIC 3018,SEAHOLME,VIC,3018,Apartment ,24-May-22,private treaty,440000,2,1,1,0,Mancini Real Estate ,-37.8601389,144.8455109,11.52822634
73 Norfolk Street ,MAIDSTONE VIC 3012,MAIDSTONE,VIC,3012,Block of units,26-Nov-19,private treaty,1305000,2,1,1,0,Barry Plant Sunshine,-37.7881579,144.8751826,8.25763271
61 Nugget Way ,CRANBOURNE EAST VIC 3977,CRANBOURNE EAST,VIC,3977,Townhouse,4-Jul-22,private treaty,505000,3,2,1,0,Harcourts West Realty,-38.1194763,145.2961112,44.78044534
18A Aleppo Crescent ,FRANKSTON NORTH VIC 3200,FRANKSTON NORTH,VIC,3200,Apartment ,2-Jul-22,auction,515000,2,2,1,0,Mark Burke,-38.1216495,145.1572442,38.19659727
2/9-11 Murtoa Street ,DALLAS VIC 3047,DALLAS,VIC,3047,Apartment ,10-Mar-22,private treaty,468500,3,1,1,0,Barry Plant Glenroy,-37.6756073,144.9340716,15.62844925
17/23-29 Catherine Road ,SEABROOK VIC 3028,SEABROOK,VIC,3028,Apartment ,15-Mar-22,private treaty,497000,2,2,1,0,UNKNOWN,-37.8806797,144.7578334,19.49073592
48 Grande Belmond Avenue ,CLYDE VIC 3978,CLYDE,VIC,3978,Apartment ,6-Jun-22,private treaty,512500,2,1,1,0,OBrien Real Estate Berwick,-38.1304298,145.3244489,47.33533335
3/3 Tanner Street ,BREAKWATER VIC 3219,BREAKWATER,VIC,3219,Townhouse,7-Jun-22,private treaty,550000,3,2,1,0,UNKNOWN,-38.1765807,144.3694656,65.82365516
4505/35 Queensbridge Street ,SOUTHBANK VIC 3006,SOUTHBANK,VIC,3006,New apartments / off the plan,1-Sep-19,private treaty,1270000,2,2,2,0,Melcorp Real Estate,-37.8253618,144.9640203,1.241865896
2/6 Crimson Drive ,DOVETON VIC 3177,DOVETON,VIC,3177,Townhouse,1-Jun-22,private treaty,550000,2,2,1,0,UNKNOWN,-37.9830214,145.2341123,30.30033281
2/51 Bell Street ,COBURG VIC 3058,COBURG,VIC,3058,Villa,24-Jun-22,private treaty,520000,2,1,1,0,NICOLE GERVASI PROPERTY GROUP,-37.7403409,144.9567471,8.236616363
1/6 Frost Drive ,DELAHEY VIC 3037,DELAHEY,VIC,3037,Apartment ,15-Jun-22,private treaty,540000,3,2,1,0,UNKNOWN,-37.7241909,144.7681646,19.85518511
10B Miniata Way ,MANOR LAKES VIC 3024,MANOR LAKES,VIC,3024,Apartment ,17-Mar-22,private treaty,450000,3,2,2,0,YPA Estate Agents Point Cook,-37.8686277,144.5910608,33.24063349
1/34 Hyde Street ,SEDDON VIC 3011,SEDDON,VIC,3011,Apartment ,29-Apr-22,private treaty,500000,2,1,1,0,Jas Stephens Real Estate Yarraville,-37.8084568,144.8994861,5.632004666
8 Strata Walk ,GREENVALE VIC 3059,GREENVALE,VIC,3059,Apartment ,28-Apr-22,auction,473500,2,2,2,0,Ray White Gladstone Park,-37.621277,144.8780308,22.73033742
1/42 Navarre Drive ,CRANBOURNE WEST VIC 3977,CRANBOURNE WEST,VIC,3977,Apartment ,22-Apr-22,private treaty,465000,2,1,2,0,Century 21 Team Dandenong,-38.1069246,145.2559934,41.46684047
6/50-52 Doveton Avenue ,EUMEMMERRING VIC 3177,EUMEMMERRING,VIC,3177,Apartment ,16-May-22,private treaty,465000,3,1,1,0,Harcourts Asap Group,-37.9985273,145.2469497,32.25806039
24 Raffles Walk ,WERRIBEE VIC 3030,WERRIBEE,VIC,3030,New apartments / off the plan,2-May-22,private treaty,500000,3,2,2,0,UNKNOWN,-37.9060106,144.5962679,33.79855116
22B Sunhill Road ,MOUNT WAVERLEY VIC 3149,MOUNT WAVERLEY,VIC,3149,New apartments / off the plan,13-Nov-18,private treaty,1360000,4,3,2,0,Jellis Craig Monash,-37.8670965,145.1280143,15.62971471
2/16 Marble Drive ,COBBLEBANK VIC 3338,COBBLEBANK,VIC,3338,Apartment ,11-May-22,private treaty,450000,3,2,1,0,UNKNOWN,-37.7135771,144.5882193,34.81782163
3/31 Robinson Street ,JACANA VIC 3047,JACANA,VIC,3047,Townhouse,23-Mar-22,auction,497000,2,2,2,0,The Realest Estate,-37.6858414,144.9119827,14.97185858
4/9 Rivercoast Road ,WERRIBEE SOUTH VIC 3030,WERRIBEE SOUTH,VIC,3030,Townhouse,26-Mar-22,private treaty,493000,3,2,1,0,Elders Wyndham City,-37.939627,144.697546,27.17378361
2/48 Richards Street ,LALOR VIC 3075,LALOR,VIC,3075,Townhouse,18-Mar-22,private treaty,490000,2,1,1,0,UNKNOWN,-37.6699624,145.0124243,16.62026588
1/3 Lewis Street ,KINGSVILLE VIC 3012,KINGSVILLE,VIC,3012,Apartment ,6-Apr-22,auction,475000,2,1,1,0,Sweeney Estate Agents Yarraville,-37.8095932,144.8736299,7.884292222
2/24 Frost Drive ,DELAHEY VIC 3037,DELAHEY,VIC,3037,Apartment ,3-Apr-22,auction,450000,2,1,1,0,White Knight Estate Agents,-37.72279635,144.7759913,19.34529144
4/117 Albert Street ,SEDDON VIC 3011,SEDDON,VIC,3011,Apartment ,9-Apr-22,auction,462000,2,1,1,0,Jas Stephens Real Estate Yarraville,-37.8051334,144.897196,5.884212927
11/3A Baileyana Drive ,ENDEAVOUR HILLS VIC 3802,ENDEAVOUR HILLS,VIC,3802,Apartment ,28-Mar-22,auction,457000,2,1,1,0,Ray White Oakleigh,-37.9657726,145.2385596,29.47202346
47/60-68 Gladesville Boulevard ,PATTERSON LAKES VIC 3197,PATTERSON LAKES,VIC,3197,Apartment ,28-Mar-22,auction,470000,2,1,1,0,Ray White Mordialloc,-38.0694493,145.1432329,32.48793015
2/18-20 Henry Street ,MELTON VIC 3337,MELTON,VIC,3337,Apartment ,1-Apr-22,auction,455000,3,1,1,0,hockingstuart Melton,-37.6859393,144.5808136,36.52863492
2/56 Melfin Drive ,HILLSIDE VIC 3037,HILLSIDE,VIC,3037,Townhouse,31-Mar-22,private treaty,470000,2,2,1,0,UNKNOWN,-37.6876091,144.745513,23.76378925
3/60 Maxweld Street ,ARDEER VIC 3022,ARDEER,VIC,3022,Apartment ,17-Aug-21,private treaty,350000,2,1,1,0,Barry Plant Sunshine,-37.7801663,144.8020904,14.65472312
No Street Found,EAST MELBOURNE VIC 3002,EAST MELBOURNE,VIC,3002,Townhouse,27-Jan-15,private treaty,1460000,3,2,2,0,Harcourts Melbourne City,-37.812498,144.9858851,2.005990097
39/21-29 Trickey Avenue ,SYDENHAM VIC 3037,SYDENHAM,VIC,3037,Apartment ,6-Oct-21,auction,325000,2,1,1,0,UNKNOWN,-37.6997223,144.7653295,21.56044297
20/19a Cadles Road ,CARRUM DOWNS VIC 3201,CARRUM DOWNS,VIC,3201,Retirement Living,23-Oct-21,private treaty,325000,1,1,1,0,OBrien Real Estate Carrum Downs,-38.0927904,145.1758001,36.16514046
4/149 Melrose Drive ,TULLAMARINE VIC 3043,TULLAMARINE,VIC,3043,Apartment ,23-Oct-21,private treaty,320000,1,1,1,0,Ray White Gladstone Park,-37.7037815,144.8833542,14.14721638
1/2 Martin Street ,THOMSON VIC 3219,THOMSON,VIC,3219,Apartment ,20-Oct-21,private treaty,331500,1,1,1,0,McGrath Geelong | Newtown,-38.1636564,144.3728751,64.71779804
7/213 Normanby Road ,NOTTING HILL VIC 3168,NOTTING HILL,VIC,3168,Apartment ,10-Jun-22,private treaty,390000,2,1,2,0,Harcourts First,-37.9087765,145.14473,19.10114435
2/1D Wackett Street ,LAVERTON VIC 3028,LAVERTON,VIC,3028,Apartment ,3-Jun-22,private treaty,400000,2,1,1,0,UNKNOWN,-37.8534211,144.7703705,17.48869962
1-6/4 Samada Street ,FRANKSTON VIC 3199,FRANKSTON,VIC,3199,Block of units,13-Jun-15,private treaty,1476500,1,6,0,0,UNKNOWN,-38.1556449,145.1354786,40.87124673
4/5 Broadmeadows Road ,TULLAMARINE VIC 3043,TULLAMARINE,VIC,3043,Villa,4-Jul-22,private treaty,385000,1,1,1,0,Harcourts Coburg,-37.7048328,144.8792436,14.22983269
109/388 Keilor Road ,NIDDRIE VIC 3042,NIDDRIE,VIC,3042,Apartment ,9-Jul-21,private treaty,319000,1,1,1,0,Brad Teal Woodards Essendon,-37.7397699,144.8847881,10.77250939
143/29 Queens Road ,MELBOURNE (3004) VIC 3004,MELBOURNE (3004),VIC,3004,Apartment ,6-Aug-15,private treaty,1495000,3,2,2,0,RT Edgar Albert Park,-37.8383341,144.9739141,2.843982545
6/39 Dover Street ,FLEMINGTON VIC 3031,FLEMINGTON,VIC,3031,Apartment ,7-Jul-22,auction,395000,2,1,1,0,Barry Plant Essendon,-37.7831086,144.9258042,4.770041092
9/25 Foam Street ,ELWOOD VIC 3184,ELWOOD,VIC,3184,Apartment ,23-Feb-22,Another Method,330000,1,1,1,0,buymyplace,-37.8853397,144.9907761,8.274362922
208/64-66 Sahi Crescent ,ROXBURGH PARK VIC 3064,ROXBURGH PARK,VIC,3064,Apartment ,28-Feb-22,private treaty,345000,2,1,1,0,UNKNOWN,-37.6258153,144.9255725,21.21531102
6/2 Eucalyptus Drive ,MAIDSTONE VIC 3012,MAIDSTONE,VIC,3012,Apartment ,5-Mar-22,auction,325000,1,1,1,0,Jas Stephens Real Estate Yarraville,-37.7788063,144.8719104,8.935254603
1/15 Marama Street ,COBURG NORTH VIC 3058,COBURG NORTH,VIC,3058,Apartment ,26-Mar-22,auction,320000,2,1,1,0,Ray White Brunswick,-37.7197133,144.9586685,10.51911638
70/306 Jetty Road ,ROSEBUD VIC 3939,ROSEBUD,VIC,3939,Retirement Living,10-Nov-21,private treaty,300000,3,1,0,0,UNKNOWN,-38.3710325,144.9095115,62.11223237
1/33 Gardenia Road ,GARDENVALE VIC 3185,GARDENVALE,VIC,3185,Apartment ,24-Jan-22,private treaty,320000,1,1,1,0,Hodges Caulfield,-37.8964427,145.0091916,9.99947397
3/7 Leigh Court ,DALLAS VIC 3047,DALLAS,VIC,3047,Apartment ,22-Dec-21,auction,335000,2,1,1,0,Ray White Brunswick,-37.6753634,144.9320196,15.68572029
2/205 Mason St ,NEWPORT VIC 3015,NEWPORT,VIC,3015,Apartment ,25-May-22,private treaty,400000,2,1,1,0,Raine & Horne Williamstown,-37.8422545,144.880462,7.906520233
20/30-32 Hesse Street ,QUEENSCLIFF VIC 3225,QUEENSCLIFF,VIC,3225,Apartment ,16-Dec-21,private treaty,350000,1,1,1,0,Fletchers Bellarine,-38.2671132,144.6612949,56.89431671
2/1B Victoria Street ,RIPPLESIDE VIC 3215,RIPPLESIDE,VIC,3215,Apartment ,29-Nov-21,private treaty,385000,1,1,1,0,Buxton Newtown,-38.1231264,144.3527928,63.60151579
7/31 Bradley Street ,NEWPORT VIC 3015,NEWPORT,VIC,3015,Villa,2-Dec-21,private treaty,390000,1,1,1,0,UNKNOWN,-37.8414384,144.8721462,8.550191421
62 Boatshed Tyrone Foreshore ,RYE VIC 3941,RYE,VIC,3941,Studio,1-Dec-21,private treaty,400000,1,1,0,0,UNKNOWN,-38.3821684,144.8099264,64.58128594
2/37 Cash Street ,KINGSBURY VIC 3083,KINGSBURY,VIC,3083,Apartment ,29-Dec-21,private treaty,390000,1,1,1,0,Ray White Bundoora,-37.7147004,145.0414233,13.03406459
2/36 Robert St ,SPOTSWOOD VIC 3015,SPOTSWOOD,VIC,3015,Apartment ,4-Jul-22,private treaty,430000,1,1,1,0,Nathan Smith,-37.8303598,144.8841602,7.169635954
32/2 Monckton Place ,CAROLINE SPRINGS VIC 3023,CAROLINE SPRINGS,VIC,3023,Apartment ,17-Jun-22,private treaty,400000,2,1,1,0,UNKNOWN,-37.7290197,144.7469094,21.24413299
5/450 Ryrie Street ,EAST GEELONG VIC 3219,EAST GEELONG,VIC,3219,Apartment ,22-Nov-21,private treaty,375000,2,1,1,0,Hayeswinckle East Geelong,-38.1567679,144.3866037,63.29736158
201/163 Cremorne Street ,CREMORNE VIC 3121,CREMORNE,VIC,3121,Apartment ,10-Nov-21,private treaty,385000,1,1,1,0,UNKNOWN,-37.8290227,144.9927735,3.079210683
512/93 Furlong Road ,CAIRNLEA VIC 3023,CAIRNLEA,VIC,3023,Apartment ,20-Jul-22,private treaty,422000,2,1,1,0,Harcourts West Realty,-37.7593157,144.7878098,16.5797492
210/18 Tribeca Drive ,POINT COOK VIC 3030,POINT COOK,VIC,3030,Apartment ,7-Apr-22,private treaty,385000,2,1,1,0,UNKNOWN,-37.8998637,144.7397038,21.81423694
